,input_rate,output_rate,latency,bridge_instructions,bridge_branches,bridge_branch-misses,bridge_branch-load-misses,bridge_cache-misses,bridge_cache-references,bridge_cycles,bridge_L1-dcache-load-misses,bridge_L1-dcache-loads,bridge_LLC-load-misses,bridge_LLC-stores,bridge_LLC-loads
149,6786.5482620249,6484.5645925451,13.981,2240895935.0,439372106.0,1697834.0,1692561.0,165.0,1330936.0,617743941.0,1369009.0,682807654.0,63.0,531753.0,722092.0
150,3671.0543624182,3595.7747869936,8.621,2123421349.0,422663732.0,1652494.0,1652674.0,125.0,1319173.0,618208048.0,1336994.0,684607113.0,150.0,647503.0,1121540.0
151,3434.2682133229,3879.5377213623,4.835,2069273899.0,407437701.0,1653577.0,1654804.0,110.0,1977360.0,616692038.0,2037631.0,636863679.0,100.0,854427.0,1228756.0
152,7742.896541337,7848.13017028,8.237,2119037878.0,416962551.0,1667219.0,1667453.0,75.0,1804242.0,618996744.0,1846410.0,650525819.0,100.0,614153.0,852228.0
153,8371.9762792204,7931.7057326053,8.423,2196834635.0,435840928.0,1672813.0,1673861.0,135.0,976411.0,618436382.0,905634.0,718444546.0,238.0,168492.0,241883.0
154,4670.4900237276,5028.9390528144,12.473,2209194281.0,435797512.0,1698019.0,1696758.0,80.0,1307952.0,615596237.0,1854353.0,620539833.0,777.0,730085.0,835673.0
155,7730.4238819715,7468.3653639629,9.063,1889846817.0,372232414.0,1617681.0,1615699.0,140.0,2992204.0,616217009.0,3594896.0,534988107.0,497.0,1186508.0,1546358.0
156,5463.9547014278,5629.8805420715,8.48,1867031174.0,354229313.0,1728919.0,1732460.0,190.0,2598023.0,618976353.0,2482747.0,612389911.0,150.0,1236241.0,1745067.0
157,7068.8629982496,7103.2511608462,12.701,1911333611.0,373128973.0,1621532.0,1619350.0,145.0,3184511.0,616027650.0,3135337.0,551485148.0,275.0,1151485.0,1639675.0
158,7705.1891784458,7891.7886792226,14.803,1764971049.0,346298607.0,1598618.0,1594806.0,265.0,3446574.0,617046654.0,3509773.0,549035530.0,200.0,1392195.0,1827068.0
